"OID","SRIDU","SRNOM","RMRIDU","Region","KM2","Pop2016","Logement","A014","A1564","A65plus","AgeMoyen","AgeMedian","MaisonIndi","App5Plus","MaisJumule","MaisRangee","AppDuplex","App5Moins","AutreMais","LogMobile","Menage1","MenageMoy","TotFamille","FamMono","RevMedMen","FaibleRev","Immigrant","ImgRec","MinVisible","Proprio","Locataire","PieceLog","LogTailCon","LogTailInc","LogAv60","Log61_80","Log81_90","Log91_00","Log_01_05","Log06_10","Log11_16","ValMedLog","ValMoyLog","LoyerMed","LoyerMoy","HabKm2","Hab1000Km2"
"276","4620396.00","0396.00","462","Montréal",1.50945,6501,2539,14.23,59.23,26.62,46.8,48.8,33.53,0.2,6.9,0.39,10.85,47.73,0.39,0,36.61,2.2,1550,18.06,68531,12.16,18.17,3.17,13.76,55.42,44.58,5.7,96.46,3.54,62.55,24.9,3.92,5.69,0.98,0.78,1.18,425688,466034,769,813,4306.86673954089,4.30686673954089
"277","4620397.00","0397.00","462","Montréal",1.22292,4038,1517,18.94,65.47,15.59,40.8,43,73.03,0,1.32,1.32,12.83,11.51,0,0,21.45,2.7,1185,11.39,97638,6.94,15.49,0.62,8.8,85.81,14.19,7.1,98.34,1.66,80.07,12.62,0.66,0.66,0,0,5.98,400776,426372,1018,941,3301.93307820626,3.30193307820626
"278","4620400.00","0400.00","462","Montréal",1.42025,5232,1980,20.06,63.32,16.52,39.9,41.4,22.47,2.78,21.72,5.81,11.62,35.1,0.25,0.25,22.73,2.6,1515,16.83,111982,10.51,32.92,5.49,21.63,70.41,29.59,6.5,96.18,3.82,65.82,9.87,2.03,6.58,3.54,4.05,8.1,798728,828948,1048,1180,3683.85847562049,3.68385847562049
"279","4620401.00","0401.00","462","Montréal",0.998061,3116,1218,19.74,61.16,19.26,41.3,43.2,38.52,0,15.98,0.82,4.92,39.75,0,0,29.92,2.6,840,14.88,109824,10.91,27.98,3.97,18.1,60.57,39.43,6.9,93.09,6.91,82.93,13.41,1.63,1.22,0,0.81,0,1002529,1301533,1062,1085,3122.05366205072,3.12205366205072
"280","4620288.00","0288.00","462","Montréal",1.94351,1519,404,14.14,56.25,29.28,48.1,52,98.77,0,0,0,1.23,0,0,0,11.25,3.1,370,10.81,157184,6.37,33.05,0.85,25.42,97.44,2.56,9.2,97.47,2.53,9.21,26.32,36.84,14.47,10.53,2.63,0,822744,888423,0,0,781.575602904024,0.781575602904024
"281","4620300.00","0300.00","462","Montréal",0.532403,2699,1261,8.7,67.41,23.7,45.1,39.4,0,9.52,0,0,6.35,84.13,0,0,51.59,1.8,520,18.27,38067,30.94,25.41,9.56,29.37,17.53,82.47,3.9,93.6,6.4,45.78,25.3,11.24,4.82,9.24,3.61,0,250758,273658,699,730,5069.46805333554,5.06946805333554
"282","4620301.00","0301.00","462","Montréal",0.432212,5005,2627,11.49,74.53,13.89,40.1,36.6,0.57,0.19,2.66,2.09,6.84,87.45,0.19,0,46.29,1.9,1210,16.12,50020,21.44,27.45,5.75,27.04,36.62,63.38,4.3,93.56,6.44,45.83,15.91,20.83,7.95,2.27,6.63,0.57,290560,316130,746,793,11579.9653873562,11.5799653873562
"283","4620302.00","0302.00","462","Montréal",0.212601,2926,1537,13.48,78.84,7.68,36.2,34.1,0.65,0.32,0.65,1.3,12.99,84.09,0,0,45.6,1.9,690,19.57,43669,27.79,20.88,7.64,20.37,25.56,74.44,4.2,93.91,6.09,60.06,21.09,5.43,2.24,1.92,4.15,5.11,324927,351788,753,784,13762.870353385,13.762870353385
"284","4620303.00","0303.00","462","Montréal",0.271611,2291,1252,13.54,76.64,9.83,37.3,34.8,0.8,6.83,0.4,0.8,11.24,79.92,0,0,47.6,1.8,545,25.69,43072,28.67,20.84,4.21,23.01,27.76,72.24,4.1,94.31,5.69,42.21,23.77,10.66,4.1,6.15,6.56,6.56,300593,318194,734,747,8434.85720386877,8.43485720386877
"285","4620304.00","0304.00","462","Montréal",0.279376,3277,1745,13.41,70.58,16.01,41,38,0.86,22,0.29,2.57,10,64.29,0,0,49.57,1.8,795,20.75,42795,28.04,28.08,11.04,26.34,31.64,68.36,3.9,93.5,6.5,36.44,26.55,11.58,9.04,4.8,5.08,6.5,320939,356041,731,739,11729.7119294428,11.7297119294428
"286","4620305.00","0305.00","462","Montréal",0.361449,3762,2083,11.04,75.53,13.43,40.4,37.3,0.24,19.9,0,1.44,12.23,65.95,0.24,0,48.68,1.8,940,15.96,48405,23.53,28.29,10.76,25.13,36.28,63.72,4.1,93.32,6.68,52.15,16.03,5.5,13.64,5.02,2.39,5.26,321341,338558,741,768,10408.1073678444,10.4081073678444
"287","4620278.00","0278.00","462","Montréal",0.607138,4343,2100,16.69,69.16,14.04,39.8,39.6,7.36,4.04,1.43,0,26.84,58.67,1.66,0,43.1,2.1,1085,20.28,54016,18.76,25.29,8.24,21.44,35.55,64.45,4.9,92.18,7.82,58.16,28.84,6.62,3.78,0.47,1.65,0.47,479634,492120,731,787,7153.23369645781,7.15323369645781
"288","4620279.00","0279.00","462","Montréal",0.966551,5261,2500,11.22,54.75,34.13,50.8,52.5,4.61,26.85,2.61,0.4,16.03,48.9,0.4,0.2,52.2,1.9,1115,16.14,50099,19.94,23.89,7.08,20.7,32.29,67.71,4.5,94.32,5.68,48.05,22.46,6.45,3.32,1.56,1.37,16.8,552284,581674,758,953,5443.06508399453,5.44306508399453
"289","4620280.00","0280.00","462","Montréal",0.60823,4494,2085,19.69,66.96,13.35,38.5,38.8,4.32,0.24,14.39,0,17.99,62.11,0.96,0,43.17,2.2,1125,17.33,51072,21.07,33.64,11.86,34.47,38.21,61.79,4.8,90.59,9.41,54.07,31.6,7.16,4.69,0.49,1.48,0.49,501523,510417,660,703,7388.65231902405,7.38865231902405
"290","4620281.00","0281.00","462","Montréal",1.11748,3914,1459,11.88,67.18,20.95,44.4,44.5,12.71,0,11,1.03,25.77,49.14,0.34,0,38.83,2.1,855,14.62,73472,9.89,19.21,5.35,14.83,57.68,42.32,5.6,95.25,4.75,63.05,16.27,7.12,2.71,5.42,4.41,1.02,500423,527290,732,799,3502.52353509683,3.50252353509683
"291","4620282.00","0282.00","462","Montréal",1.35593,7032,2737,17.43,61.52,21.05,42.9,42.8,13.74,8.61,7.51,1.65,11.54,56.78,0.18,0,36.68,2.4,1675,20.9,49941,24.75,48.42,12.41,40.71,40.88,59.12,5,87.41,12.59,37.84,37.84,11.33,6.76,2.56,2.74,0.91,449016,458321,736,764,5186.10842742619,5.18610842742619
"292","4620284.00","0284.00","462","Montréal",0.599645,3467,1559,15.42,61.38,23.2,44.1,44.6,17.95,5.77,5.45,0,2.24,68.27,0.32,0,41.03,2.2,900,14.44,49312,20.89,45.13,7.76,30.89,43.71,56.29,5.1,91.17,8.83,38.49,42.59,9.78,4.42,2.21,0.95,1.58,501263,538617,649,704,5781.75420457104,5.78175420457104
"293","4620285.00","0285.00","462","Montréal",1.55529,6577,2260,19.09,56.27,24.71,44.1,43.4,28.16,0.22,7.76,0,9.98,53.88,0,0,31.42,2.5,1500,20.33,52480,23.82,46.86,12.57,47.82,45.13,54.87,5.3,85.37,14.63,45.47,40.18,7.95,4.19,1.1,0.44,0.66,401062,463119,654,734,4228.79334400658,4.22879334400658
"294","4620286.00","0286.00","462","Montréal",0.815033,5305,1961,24.13,64.18,11.59,35.9,35.8,20.56,26.14,9.9,0,7.36,36.04,0,0,29.52,2.7,1355,19.56,47693,29.69,57.64,16.23,56.27,38.27,61.73,4.8,77.04,22.96,43.91,36.8,9.14,6.85,2.03,0.76,0.51,399498,402981,701,742,6508.93890186042,6.50893890186042
"295","4620308.00","0308.00","462","Montréal",0.179284,2693,1352,12.99,78.29,8.53,36.7,33.8,0.74,0,0,4.44,12.59,82.22,0,0,37.78,2,700,27.86,47909,24.54,12.16,3.94,12.52,12.69,87.31,4.6,92.16,7.84,72.01,18.28,1.87,3.36,1.12,1.87,1.49,348175,352876,780,821,15020.8607572343,15.0208607572343
"296","4620309.00","0309.00","462","Montréal",0.192175,1364,622,15.44,71.32,13.6,40,38.5,12.8,0,1.6,4.8,13.6,67.2,0,0,33.87,2.2,395,24.05,58112,15.81,14.76,3.32,17.65,36.29,63.71,5,91.94,8.06,73.39,12.9,3.23,1.61,4.03,4.84,0,399621,406961,784,834,7097.69741121374,7.09769741121374
"297","4620310.00","0310.00","462","Montréal",0.441287,3387,1603,16.1,71.2,12.7,39.8,39.2,7.81,0,3.75,0.63,72.81,14.69,0.31,0,37.19,2.1,910,20.88,56960,13.86,10.21,3,9.62,37.62,62.38,5.2,94.98,5.02,76.64,18.69,1.87,0.93,0.62,0.62,0.62,414840,428917,797,831,7675.27708724708,7.67527708724708
"298","4620311.00","0311.00","462","Montréal",0.368461,4003,2017,12.11,70.54,17.35,41.9,39,0.99,7.43,1.24,1.49,32.18,56.68,0,0,46.29,1.9,935,26.74,44389,24.83,13.06,3.17,12.65,14.79,85.21,4.5,92.25,7.75,69.67,22.56,3.51,2.76,1.5,0,0,340983,344197,763,789,10864.1077346042,10.8641077346042
"299","4620312.00","0312.00","462","Montréal",0.316155,3241,1621,16.82,65.9,17.28,41.2,40.2,0.93,8.98,2.79,0.31,62.54,24.46,0,0,43.83,2,825,23.03,51379,20.68,9.75,1.7,10.37,30.18,69.82,4.7,95.12,4.88,74.16,17.33,3.34,3.34,0.61,0.61,0.61,401328,419640,772,772,10251.3007860069,10.2513007860069
"300","4620313.00","0313.00","462","Montréal",0.409922,3249,1523,15.25,68.26,16.8,41.9,42,1.63,0.33,0,1.31,83.33,13.07,0.33,0,35.2,2.1,920,22.83,58080,14.02,12.21,3.25,10.05,29.77,70.23,5.1,96.12,3.88,75.16,20,0.97,0.65,0.65,1.94,0.65,448947,444528,825,853,7925.89809768688,7.92589809768688
"301","4620314.00","0314.00","462","Montréal",0.26541,2466,1162,14.81,66.73,18.26,42.6,43.2,0.86,0.43,0,0.86,96.55,1.29,0,0,37.93,2.1,690,22.46,60774,12.14,10.79,1.43,9.98,34.06,65.94,5.3,96.94,3.06,82.46,15.35,2.19,0,0,0,0,449092,450876,812,862,9291.28518141743,9.29128518141743
"302","4620316.00","0316.00","462","Montréal",0.587304,2239,850,16.78,63.98,19.69,44.6,47.1,61.63,0,4.07,1.16,28.49,4.65,0,0,27.65,2.4,595,11.76,94891,4.17,10.59,1.97,6.65,76.92,23.08,6.5,98.82,1.18,84.12,7.06,1.76,1.76,1.18,4.12,0,448860,453128,703,778,3812.33568986419,3.81233568986419
"303","4620320.00","0320.00","462","Montréal",0.69849,4683,2133,16.76,65.64,17.5,41.4,41.6,10.82,0,2.35,0.24,76.71,9.88,0,0,36.38,2.2,1280,22.66,57707,13.92,19.41,3.88,16.18,48.27,51.73,5.3,94.46,5.54,65.82,25.17,3.46,2.31,0.92,1.39,0.92,401296,411724,794,804,6704.46248335696,6.70446248335695
"304","4620321.00","0321.00","462","Montréal",1.12261,2921,1387,15.75,70.89,13.36,40.8,41.3,10.79,0.36,1.8,1.08,66.91,18.71,0.36,0,39.71,2.1,775,27.1,53280,16.21,20.64,2.67,14.23,42.07,57.93,5,95.57,4.43,66.67,22.59,4.81,2.59,1.48,0.74,1.11,399460,417735,714,744,2601.97218980768,2.60197218980768
"305","4620402.00","0402.00","462","Montréal",2.51198,1686,698,18.4,65.58,16.02,39.1,36.6,19.42,34.53,12.95,0,0,33.09,0,0,32.86,2.4,465,16.13,74240,13.95,46.88,12.17,36.2,64.29,35.71,5.1,92.14,7.86,43.17,15.11,3.6,2.88,0,2.16,33.09,598577,586889,977,1013,671.183687768215,0.671183687768215
"306","4620403.00","0403.00","462","Montréal",1.35712,5198,1767,21.54,59.9,18.56,40.2,41.4,36.44,13.84,21.47,3.11,7.06,18.08,0,0,19.83,2.9,1400,12.5,120021,11.39,36.44,7.82,29.14,67.23,32.77,6.9,90.65,9.35,71.59,21.31,1.7,1.42,1.7,1.42,0.85,1000473,1134547,972,1133,3830.16977128036,3.83016977128036
"307","4620404.00","0404.00","462","Montréal",1.47565,5044,1710,19.03,57.98,22.99,43.3,44.4,46.49,16.96,15.5,2.05,4.39,14.62,0,0,22.22,2.8,1330,13.16,122624,11.92,36.09,7.22,23.54,69.3,30.7,7.2,91.81,8.19,69.86,19.13,6.96,2.32,0.58,0.58,0.58,1000999,1105575,991,1116,3418.15471148308,3.41815471148308
"308","4620412.00","0412.00","462","Montréal",1.54826,7329,2716,17.19,65.69,17.12,40.3,39.8,13.84,12.92,13.28,0,11.62,47.97,0.18,0.18,26.34,2.6,1960,17.86,61888,17.01,52.71,8.01,50.81,59.93,40.07,5.1,89.87,10.13,43.65,22.28,3.31,1.47,6.63,14.36,8.29,400113,417345,835,894,4733.70105796184,4.73370105796184
"309","4620323.00","0323.00","462","Montréal",0.642532,2862,1191,13.29,61.19,25.52,46.3,46.8,4.2,0,0.84,0,86.97,7.56,0.42,0,40.76,2.1,665,21.8,56704,14.94,23.35,4.86,23.98,37.3,62.7,4.9,96.3,3.7,35.39,49.79,4.53,4.53,2.47,1.65,1.65,449536,450679,755,782,4454.25286211426,4.45425286211426
"310","4620327.00","0327.00","462","Montréal",1.12471,4737,2078,16.26,68.64,15.21,40.6,40.6,4.33,0.24,2.16,2.4,77.88,12.98,0,0,36.63,2.3,1255,23.51,49664,20.7,32.91,7.81,35.23,38.59,61.41,4.7,90.78,9.22,33.98,50.97,8.98,3.88,0.97,1.21,0,400430,389497,774,795,4211.75236283131,4.21175236283131
"311","4620329.00","0329.00","462","Montréal",0.648563,3669,1700,17.98,69.48,12.53,39.2,39.9,7.65,0,3.82,3.53,33.24,51.76,0,0,41.18,2.2,965,24.35,51328,20.98,32.55,7.01,35.8,39.24,60.76,4.7,92.75,7.25,30.23,47.09,5.81,7.56,6.1,1.74,1.45,399946,396924,743,781,5657.12197581422,5.65712197581422
"312","4620330.00","0330.00","462","Montréal",2.12136,5239,2371,18.13,70.42,11.45,38.4,38.4,5.47,4.63,2.53,12,16.84,58.32,0.21,0,37.68,2.2,1360,28.31,44998,25.81,27.13,4.49,35.91,32,68,4.8,93.88,6.12,42.07,24.31,9.51,7.19,2.11,10.57,4.23,330885,339099,711,758,2469.64211637817,2.46964211637817
"313","4620340.00","0340.00","462","Montréal",1.41053,5050,1850,18.42,64.55,16.93,40.9,43.6,43.51,0,20,2.16,11.62,22.7,0,0,19.46,2.7,1480,13.85,115029,8.33,23.59,2.87,17.34,77.57,22.43,7.4,98.11,1.89,80.81,14.59,1.89,0.81,0.54,0.54,0.81,600784,631370,971,1041,3580.21452929041,3.58021452929041
"314","4620631.00","0631.00","462","Laval",25.7468,7772,2535,20.21,71.75,8.11,36.3,38.3,64.5,1.18,6.51,7.3,1.58,18.93,0,0,13.61,3.1,2205,10.2,110464,4.7,21.36,1.29,20.48,92.11,7.89,7.3,96.25,3.75,4.91,2.95,3.34,27.31,24.36,19.45,17.68,494096,545157,1289,1198,301.862755759939,0.301862755759939
"315","4620633.00","0633.00","462","Laval",1.68139,5236,2043,13.09,57.69,29.23,48.2,51.2,61.08,19.95,3.69,0,0.74,14.29,0.25,0,27.63,2.4,1475,15.93,75481,8.76,23.51,2.99,20.41,75.06,24.94,6.4,97.07,2.93,29.27,45.85,18.78,2.93,1.95,0.49,0.73,359986,378437,807,861,3114.09012781092,3.11409012781092
"316","4620634.00","0634.00","462","Laval",0.842109,2979,1256,15.29,66.89,17.98,42.4,43,56.22,3.21,5.62,0,0.8,33.73,0.4,0,30.68,2.4,840,18.45,64725,12.98,24.03,2.18,23.87,65.45,34.55,6.2,95.93,4.07,62.7,28.69,6.15,0.82,0,0,1.64,320637,322569,727,797,3537.54680213607,3.53754680213607
"317","4620635.00","0635.00","462","Laval",1.06927,5517,2130,12.68,56.52,30.8,48.6,49.7,29.74,7.96,4.22,0.23,20.37,36.77,0.47,0.23,38.97,2.1,1215,22.22,50944,20.13,27.74,5.26,29.75,54.52,45.48,5,97.23,2.77,57.04,24.71,11.32,2.77,0.69,1.62,1.85,280234,286080,701,742,5159.59486378557,5.15959486378557
"318","4620480.00","0480.00","462","Montréal",6.21887,3823,1334,15.58,60.47,23.95,45.3,49,92.86,0,0.75,3.01,0,3.38,0,0,15.36,2.8,1120,8.93,118784,6.73,25.84,3.23,11.57,93.63,6.37,8.6,98.88,1.12,50.94,26.22,12.73,7.12,1.5,0.75,0.75,593854,643397,1708,1859,614.741906487835,0.614741906487835
"319","4620490.00","0490.00","462","Montréal",0.710088,2432,1277,10.29,71.19,18.52,42.4,41.6,15.69,5.1,14.9,9.8,6.67,45.49,2.35,0,46.67,1.9,555,21.62,44949,25.47,13.65,3.61,18.88,33.46,66.54,5.1,93.68,6.32,55.29,21.96,6.67,8.63,6.27,1.18,0,345560,361334,850,860,3424.92761460551,3.42492761460551
"320","4620491.00","0491.00","462","Montréal",10.1089,2526,683,12.87,67.92,19.21,44.6,46.2,94.12,0,2.94,2.94,0,0,0,0,12.5,3,600,10,130645,2.68,17.47,3.04,8.35,91.97,8.03,7.7,98.57,1.43,5.07,10.14,22.46,57.25,0,3.62,1.45,400386,434914,812,875,249.878819653968,0.249878819653968
"321","4620629.00","0629.00","462","Laval",1.22172,3432,1333,15.01,62.24,22.59,45,47.8,75.85,0,7.17,1.13,1.51,14.34,0,0,22.56,2.6,1025,14.63,81225,6.86,27.05,0.88,16.81,86.47,13.53,6.9,96.99,3.01,53.58,33.58,4.15,3.02,0.75,0.75,4.15,348471,351233,810,839,2809.15430704253,2.80915430704253
"322","4620500.00","0500.00","462","Montréal",7.75695,921,346,14.67,61.96,23.91,44.6,49,89.71,0,5.88,0,2.94,1.47,0,0,17.14,2.7,285,10.53,116224,10.33,26.09,4.89,7.61,88.41,11.59,8.8,97.14,2.86,60,24.29,2.86,7.14,0,2.86,2.86,647854,982011,850,868,118.732233674318,0.118732233674318
"323","4620733.02","0733.02","462","Laurentides",44.2459,1686,730,14.54,64.39,21.07,45.3,49.9,88.19,0,2.08,0.69,3.47,4.86,0.69,0,30.82,2.2,490,11.22,58240,14.02,3.12,0.62,0,71.72,28.28,6.2,100,0,33.79,30.34,14.48,7.59,4.83,4.83,4.14,250745,304671,604,631,38.1052255689228,0.0381052255689228
"324","4620652.06","0652.06","462","Laval",2.27327,4035,1459,21.93,70.14,7.93,36.8,39.7,68.28,1.38,11.38,10,1.03,7.93,0,0,18.15,2.8,1190,15.13,97975,6.32,23.15,1.72,14.41,89.42,10.58,7,96.92,3.08,10.96,20.55,16.44,27.05,17.12,4.45,3.42,341247,338564,961,1002,1774.9761356988,1.7749761356988
"325","4620652.07","0652.07","462","Laval",9.90817,8884,3022,22.96,67.14,9.9,36.5,39.2,63.47,2.98,17.85,0.99,2.31,12.23,0.17,0,15.7,2.9,2565,11.89,100224,5.3,25.82,1.97,20.96,90.76,9.24,6.9,96.36,3.64,8.28,14.24,7.95,23.01,22.02,14.24,10.26,375756,422365,949,999,896.633788075901,0.896633788075901
"326","4620523.00","0523.00","462","Montréal",0.785927,2463,808,17.44,64.5,18.05,41.2,42.6,99.38,0,0.62,0,0,0,0,0,12.35,3,715,10.49,98645,6.72,41.48,2,34.67,98.18,1.82,7.9,96.99,3.01,16.77,82.04,1.2,0,0,0,0,366037,396116,0,0,3133.87884625417,3.13387884625417
"327","4620530.00","0530.00","462","Montréal",2.28754,5941,2120,17.17,65.82,17,41.6,43.8,76.36,0,1.42,6.38,4.73,10.87,0.24,0,18.63,2.8,1745,16.33,81067,8.29,34.58,2.03,32.06,85.34,14.66,7.1,95.74,4.26,58.16,25.53,3.31,1.65,5.91,2.6,2.84,348625,357694,830,912,2597.11305594656,2.59711305594656
"328","4620540.00","0540.00","462","Montréal",0.899016,3700,1681,14.34,62.38,23.14,44.9,43.8,16.67,8.63,0.6,0.89,5.36,63.99,0.89,2.98,45.54,2,870,29.89,43853,24.45,33.53,12.22,36.51,36.36,63.64,4.5,90.06,9.94,25.76,29.09,18.48,8.79,5.15,10,2.73,276331,314867,795,920,4115.61084563567,4.11561084563567
"329","4620636.00","0636.00","462","Laval",2.29795,7262,3045,19.28,67.84,12.95,38.1,36.9,18.23,1.81,4.11,0.33,3.61,71.92,0,0,31.03,2.4,2010,29.35,53451,18.72,26.86,6.28,33.13,37.44,62.56,5.1,94.91,5.09,23.15,49.1,7.88,3.94,6.9,6.24,2.79,290411,298170,802,835,3160.2080114885,3.1602080114885
"330","4620903.13","0903.13","462","Montérégie",40.5753,2619,972,17.37,67.18,15.27,40.6,42.9,80.83,0,6.22,0.52,3.11,4.15,1.04,4.15,14.43,2.7,820,8.54,97792,3.64,2.5,0.38,0.96,89.74,10.26,7.7,97.42,2.58,10.71,30.61,18.88,15.31,5.61,12.76,6.12,349812,379567,788,868,64.5466576956917,0.0645466576956917
"331","4620903.14","0903.14","462","Montérégie",30.2822,1963,751,17.35,69.9,12.76,40.3,42.7,80.67,0,1.33,0,4,13.33,0,0.67,16.67,2.6,620,12.1,90752,5.36,2.85,1.3,2.33,92.57,7.43,7.1,97.96,2.04,8.11,27.03,30.41,16.89,2.03,7.43,8.11,299254,301832,649,686,64.8235597149481,0.0648235597149481
"332","4620418.00","0418.00","462","Montréal",1.34157,5907,2545,15.93,70.25,13.81,39.1,37.7,5.91,6.3,9.45,0.39,23.82,53.54,0.59,0,34.97,2.3,1530,20.92,53653,21.76,46.53,10.68,47.46,38.11,61.89,4.7,88.21,11.79,53.14,16.86,7.65,6.67,4.12,6.86,4.71,421568,453607,853,845,4403.05015765111,4.40305015765111
"333","4620419.00","0419.00","462","Montréal",0.39029,4746,1652,25.18,67.33,7.59,32.4,31.8,1.82,0,2.13,0,19.76,76.29,0,0,22.42,2.9,1180,25.42,43776,35.41,66.6,28.56,85.37,18.79,81.21,4.2,70.39,29.61,50.15,28.1,8.76,7.55,2.72,0.91,1.81,376372,384697,802,827,12160.1885777243,12.1601885777243
"334","4620420.00","0420.00","462","Montréal",0.858488,5157,1710,16.29,58.87,24.83,44.5,44.4,26.1,4.99,17.3,9.38,17.01,25.22,0,0,23.98,2.7,1295,16.6,67669,14.93,45.74,6.4,50.64,63.45,36.55,5.8,88.89,11.11,63.05,23.46,4.11,6.16,1.47,0.88,0.88,420365,421579,732,808,6007.07290026186,6.00707290026186
"335","4620733.01","0733.01","462","Laurentides",238.337,4160,1645,16.47,66.47,17.07,41.7,44.6,83.94,0,1.52,0.3,7.88,5.76,0.61,0,26.14,2.5,1195,12.13,65699,11.71,2.72,0,1.3,77.31,22.69,6.9,97.6,2.4,36.53,24.85,8.98,13.47,3.89,6.59,5.69,259740,300138,629,694,17.4542769272081,0.0174542769272081
"336","4620430.00","0430.00","462","Montréal",2.03199,6711,3403,11.62,69.52,18.85,43.7,43.4,24.82,16.74,2.5,1.47,2.2,52.13,0.15,0,48.46,1.9,1665,18.92,55731,15.19,24.13,4.19,22.95,46.76,53.24,4.7,95.74,4.26,36.47,27.94,7.06,4.26,3.38,5.74,15.15,348316,409145,761,804,3302.67373363058,3.30267373363058
"337","4620431.00","0431.00","462","Montréal",2.26546,5413,2361,13.48,65.65,20.78,43.9,45.6,41.35,9.28,2.95,7.17,4.43,34.81,0,0,34.75,2.3,1495,18.73,64363,13.41,30.99,4.72,24.05,50.85,49.15,5.8,94.7,5.3,35.24,38.85,17.62,6.58,0,0.64,1.06,420734,516241,901,962,2389.36021823382,2.38936021823382
"338","4620432.00","0432.00","462","Montréal",1.34487,3267,1244,15.31,61.56,23.12,44.9,48,89.2,0,3.2,0.4,2,4.8,0,0.4,24.1,2.5,930,13.44,87245,6.34,21.18,1.81,13.32,91.36,8.64,7.5,97.11,2.89,80.99,10.74,4.13,2.48,0,0.83,0.83,359301,420247,759,1050,2429.23107809677,2.42923107809677
"339","4620433.00","0433.00","462","Montréal",15.9143,3589,1384,15.2,68.76,16.04,41.5,43.2,71.48,0,7.58,0.36,1.44,19.13,0,0,23.83,2.6,1030,17.48,71959,8.13,25.58,1.77,31.7,79.51,20.49,6.5,95.42,4.58,66.2,23.24,4.23,2.46,2.11,0.7,1.06,299992,306444,805,865,225.520443877519,0.225520443877519
"340","4620450.00","0450.00","462","Montréal",3.87564,7183,3233,12.88,57.1,30.08,48.7,52.7,52.93,25,2.31,3.7,2.16,13.58,0.31,0,35.91,2.2,2025,13.83,81109,9.25,20.82,2.13,10.95,66.15,33.85,6.3,98.45,1.55,48.92,29.1,9.44,4.33,3.72,3.1,1.39,425889,525300,1076,1173,1853.37131415715,1.85337131415715
"341","4620451.00","0451.00","462","Montréal",3.42768,6731,2755,16.57,63.52,19.99,43.4,46,60.29,16.94,3.83,13.66,0,5.28,0,0,30.85,2.4,1885,14.85,75486,8.64,22.65,1.12,15.05,72.41,27.59,6.5,98,2,56.96,15.19,10.85,5.24,9.95,1.08,0.72,349296,374130,1095,1020,1963.7189002474,1.9637189002474
"342","4620452.00","0452.00","462","Montréal",3.25399,7275,2724,13.81,56.91,29.28,47.7,48.8,43.65,24.49,1.84,15.84,0,14.18,0,0,32.48,2.4,1805,20.22,71680,11.93,29.38,6.39,25.41,55.6,44.4,6,97.43,2.57,24.31,50.83,13.63,2.03,1.84,5.34,2.03,380343,397677,1077,1133,2235.71676618551,2.23571676618551
"343","4620460.00","0460.00","462","Montréal",3.69334,5345,1843,18.52,62.11,19.46,42.1,45.5,96.19,0,1.09,1.63,0,1.09,0,0,13.82,2.9,1595,10.66,129451,5,22.45,1.98,12.09,96.77,3.23,8.6,99.19,0.81,48.66,41.13,4.84,0.81,1.08,1.61,1.88,549864,670307,1584,1522,1447.19955379142,1.44719955379142
"344","4620461.00","0461.00","462","Montréal",1.93584,2942,1032,16.3,62.65,20.88,43.5,46.9,96.62,0,0,0,0.48,2.9,0,0,14.98,2.8,865,9.83,119893,6.99,20.73,1.74,12.54,91.18,8.82,8.1,98.03,1.97,63.24,24.02,1.47,1.47,2.45,4.41,2.94,488093,638049,1936,1931,1519.75369865278,1.51975369865278
"345","4620639.00","0639.00","462","Laval",1.37643,4135,1699,14.04,60.77,25.18,45.4,45.1,24.12,11.76,2.35,0.59,9.41,51.18,0.59,0,40.29,2.1,955,18.32,54368,19.78,31.7,10.2,31.16,43.93,56.07,5,92.49,7.51,41.09,33.62,9.77,5.46,1.44,3.74,4.89,299890,335926,742,764,3004.14841292329,3.00414841292329
"346","4620640.00","0640.00","462","Laval",0.820645,3958,1713,15.4,63.51,20.83,43.2,41.9,31.49,12.24,3.79,0.29,12.54,39.07,0.58,0,39.47,2.2,1000,22.5,52535,19.19,30.55,4.49,29.53,50.15,49.85,5.1,93.59,6.41,52.33,20.35,7.56,7.85,4.07,1.74,6.1,300124,310807,824,929,4823.03553911862,4.82303553911862
"347","4620642.00","0642.00","462","Laval",9.91579,7369,3041,17.11,66.73,16.23,40.3,40.8,36.63,3.14,3.14,1.65,0.17,55.28,0,0,32.4,2.4,2000,21,55445,20.14,33.26,5.41,35.14,54.77,45.23,5.3,94.08,5.92,6.92,58.32,21.42,6.1,2.64,3.95,0.66,301041,300894,732,734,743.158134651904,0.743158134651904
"348","4620644.00","0644.00","462","Laval",1.53007,1214,499,13.17,68.31,18.52,43.2,44.9,56,0,4,1,3,36,0,0,31,2.4,340,16.18,63104,11.52,38.67,5.33,32.89,69.7,30.3,5.7,94.95,5.05,53.06,26.53,8.16,3.06,7.14,2.04,0,296658,317490,771,790,793.427751671492,0.793427751671492
"349","4620618.00","0618.00","462","Montréal",0.518131,3479,1628,15.95,62.21,21.84,44.2,45.8,12.88,8.59,1.84,0.92,10.74,64.11,0.92,0,47.08,2.1,800,27.5,41658,26.69,36.63,10.49,44.61,29.19,70.81,4.5,91.28,8.72,38.82,31.37,16.46,5.59,3.42,2.8,1.55,299601,329075,696,731,6714.51814309509,6.71451814309509
